-1,0.0000,0.5000,1.0000,1.5000,2.0000,2.5000,3.0000,3.5000,4.0000,4.5000,5.0000,5.5000,6.0000,6.5000,7.0000,7.5000,8.0000,8.5000,9.0000,9.5000,10.0000,10.5000,11.0000,11.5000,12.0000,12.5000,13.0000,13.5000,14.0000,14.5000,15.0000,15.5000,16.0000,16.5000,17.0000,17.5000,18.0000,18.5000,19.0000,19.5000,20.0000,20.5000,21.0000,21.5000,22.0000,22.5000,23.0000,23.5000,24.0000,24.5000,25.0000,25.5000,26.0000,26.5000,27.0000,27.5000,28.0000,28.5000,29.0000,29.5000,30.0000,30.5000,31.0000,31.5000,32.0000,32.5000,33.0000,33.5000,34.0000,34.5000,35.0000,35.5000,36.0000,36.5000,37.0000,37.5000,38.0000,38.5000,39.0000,39.5000,40.0000,40.5000,41.0000,41.5000,42.0000,42.5000,43.0000,43.5000,44.0000,44.5000,45.0000,45.5000,46.0000,46.5000,47.0000,47.5000,48.0000,48.5000,49.0000,49.5000,50.0000,50.5000,51.0000,51.5000,52.0000,52.5000,53.0000,53.5000,54.0000,54.5000,55.0000,55.5000,56.0000,56.5000,57.0000,57.5000,58.0000,58.5000,59.0000,59.5000,60.0000,60.5000,61.0000,61.5000,62.0000,62.5000,63.0000,63.5000,64.0000,64.5000,65.0000,65.5000,66.0000,66.5000,67.0000,67.5000,68.0000,68.5000,69.0000,69.5000,70.0000,70.5000,71.0000,71.5000,72.0000,72.5000,73.0000,73.5000,74.0000,74.5000,75.0000,75.5000,76.0000,76.5000,77.0000,77.5000,78.0000,78.5000,79.0000,79.5000,80.0000,80.5000,81.0000,81.5000,82.0000,82.5000,83.0000,83.5000,84.0000,84.5000,85.0000,85.5000,86.0000,86.5000,87.0000,87.5000,88.0000,88.5000,89.0000,89.5000,90.0000,90.5000,91.0000,91.5000,92.0000,92.5000,93.0000,93.5000,94.0000,94.5000,95.0000,95.5000,96.0000,96.5000,97.0000,97.5000,98.0000,98.5000,99.0000,99.5000,100.0000
0,-86.0000,-87.8117,-87.9624,-88.0470,-88.1147,-88.1747,-88.2297,-88.2808,-88.3286,-88.3734,-88.4154,-88.4418,-88.3875,-88.2548,-88.0912,-87.9260,-87.7740,-87.6419,-87.5321,-87.4445,-87.3779,-87.3302,-87.2994,-87.2786,-87.2040,-87.1099,-87.0208,-86.9450,-86.8855,-86.8431,-86.8168,-86.7854,-86.7328,-86.6722,-86.6151,-86.5682,-86.5346,-86.5152,-86.5095,-86.5161,-86.5130,-86.4847,-86.4454,-86.4074,-86.3774,-86.3582,-86.3508,-86.3550,-86.3699,-86.3944,-86.4275,-86.4679,-86.5144,-86.5661,-86.6220,-86.6812,-86.7430,-86.8066,-86.8306,-86.7988,-86.7533,-86.7107,-86.6779,-86.5793,-86.3618,-86.0547,-85.7485,-85.4752,-85.2458,-85.0628,-84.9245,-84.8271,-84.7661,-84.7367,-84.7343,-84.7549,-84.7946,-84.8503,-84.9190,-84.9982,-85.0860,-85.1804,-85.2799,-85.3831,-85.4890,-85.5965,-85.7048,-85.8133,-85.9213,-86.0283,-86.1339,-86.2377,-86.3394,-86.4389,-86.5358,-86.6300,-86.7214,-86.8099,-86.8955,-86.9780,-87.0531,-87.0401,-86.9937,-86.9456,-86.9041,-86.8725,-86.8517,-86.8418,-86.8419,-86.8510,-86.8681,-86.8919,-86.9215,-86.9555,-86.9768,-86.9666,-86.9359,-86.8986,-86.8633,-86.8147,-86.7208,-86.6125,-86.5087,-86.4185,-86.3457,-86.2684,-86.1631,-86.0495,-85.9448,-85.8162,-85.6188,-85.4340,-85.2556,-85.0834,-84.9297,-84.8023,-84.7040,-84.6343,-84.5915,-84.5731,-84.5761,-84.5876,-84.5738,-84.5524,-84.5087,-84.3620,-84.1595,-83.9639,-83.7940,-83.6569,-83.5544,-83.4708,-83.3629,-83.2566,-83.1735,-83.1206,-83.0977,-83.1024,-83.1314,-83.1813,-83.2490,-83.3316,-83.4265,-83.5316,-83.6448,-83.7645,-83.8890,-84.0173,-84.1481,-84.2804,-84.4136,-84.5467,-84.6793,-84.8108,-84.9407,-85.0687,-85.1944,-85.3176,-85.4380,-85.5554,-85.6698,-85.7809,-85.8883,-85.9668,-85.9988,-86.0067,-86.0074,-86.0100,-86.0184,-86.0340,-86.0570,-86.0869,-86.1146,-86.0488,-85.9630,-85.8868,-85.7985,-85.6404,-85.4822,-85.3494,-85.2474
1,-86.0000,-89.6173,-89.9564,-90.0558,-90.0515,-89.9056,-89.5140,-89.1450,-88.8354,-88.5840,-88.3840,-88.2221,-88.0048,-87.7460,-87.3254,-86.8931,-86.5293,-86.2564,-86.0633,-85.9355,-85.8601,-85.8267,-85.8269,-85.8533,-85.8771,-85.8859,-85.8561,-85.6962,-85.5017,-85.3447,-85.2347,-85.1683,-85.1401,-85.1440,-85.1751,-85.2221,-85.2614,-85.2939,-85.3214,-85.3351,-85.3433,-85.3563,-85.3803,-85.4178,-85.4693,-85.5341,-85.5977,-85.6445,-85.6311,-85.5676,-85.5141,-85.4784,-85.3927,-85.2006,-84.9610,-84.7170,-84.4976,-84.3003,-84.1245,-83.9823,-83.8778,-83.8104,-83.7772,-83.7748,-83.7996,-83.8482,-83.9175,-84.0044,-84.1065,-84.2213,-84.3435,-84.3870,-84.3372,-84.2873,-84.2481,-84.2066,-84.1727,-84.1548,-84.1564,-84.1779,-84.2181,-84.2747,-84.3224,-84.3374,-84.3307,-84.3173,-84.3072,-84.2964,-84.2804,-84.2619,-84.2449,-84.2333,-84.2301,-84.2373,-84.2559,-84.2862,-84.2928,-84.1057,-83.9573,-83.8670,-83.7785,-83.6884,-83.6056,-83.5390,-83.4163,-83.2591,-83.1284,-83.0371,-82.9855,-82.9698,-82.9854,-83.0277,-83.0928,-83.1763,-83.2618,-83.3348,-83.3996,-83.4639,-83.5233,-83.5634,-83.5942,-83.6259,-83.6533,-83.6700,-83.6829,-83.6989,-83.7227,-83.7566,-83.8018,-83.8583,-83.9258,-84.0035,-84.0906,-84.1861,-84.2890,-84.3982,-84.5128,-84.6318,-84.7534,-84.8593,-84.9373,-84.9829,-85.0032,-85.0100,-85.0123,-85.0088,-84.9636,-84.8968,-84.8036,-84.6943,-84.5850,-84.4852,-84.4001,-84.3316,-84.2802,-84.2453,-84.2261,-84.2217,-84.2310,-84.2529,-84.2864,-84.3168,-84.2929,-84.2267,-84.1447,-84.0521,-83.9496,-83.8477,-83.7556,-83.6785,-83.6138,-83.5516,-83.4911,-83.3799,-83.1184,-82.8999,-82.7431,-82.6360,-82.5463,-82.4733,-82.4225,-82.3953,-82.3862,-82.3950,-82.4310,-82.4660,-82.4799,-82.4924,-82.5134,-82.5357,-82.5462,-82.5492,-82.5302,-82.4903,-82.4496,-82.4199,-82.4067,-82.3431,-82.2177,-82.1175,-82.0557
2,-83.0000,-82.8955,-82.9521,-83.0257,-83.0982,-83.1660,-83.2284,-83.2855,-83.3378,-83.3856,-83.4296,-83.4700,-83.5073,-83.5418,-83.5738,-83.6036,-83.6312,-83.6570,-83.6811,-83.7036,-83.7247,-83.7445,-83.7630,-83.7805,-83.7960,-83.7905,-83.7499,-83.6859,-83.6123,-83.5150,-83.3491,-83.1458,-82.9195,-82.6921,-82.4812,-82.2967,-82.0717,-81.7923,-81.5446,-81.3046,-81.0325,-80.7866,-80.5866,-80.4352,-80.3286,-80.2608,-80.2141,-80.1638,-80.1105,-80.0631,-80.0279,-80.0086,-80.0059,-80.0192,-80.0473,-80.0883,-80.1403,-80.1972,-80.2306,-80.2390,-80.2355,-80.2307,-80.2311,-80.2404,-80.2600,-80.2901,-80.3300,-80.3788,-80.4352,-80.4981,-80.5664,-80.6389,-80.7147,-80.7930,-80.8036,-80.7459,-80.6819,-80.6341,-80.6084,-80.6040,-80.6183,-80.6480,-80.6897,-80.7293,-80.7484,-80.7493,-80.7417,-80.7339,-80.7315,-80.7373,-80.7526,-80.7772,-80.8105,-80.8515,-80.8990,-80.9520,-81.0094,-81.0703,-81.1268,-81.0483,-80.9411,-80.8522,-80.7902,-80.7543,-80.7409,-80.7465,-80.7672,-80.8001,-80.8425,-80.8729,-80.8665,-80.8375,-80.8020,-80.7700,-80.7465,-80.7339,-80.7324,-80.7378,-80.7306,-80.7050,-80.6693,-80.6327,-80.6018,-80.5804,-80.5703,-80.5718,-80.5842,-80.6064,-80.6373,-80.6756,-80.7200,-80.7695,-80.8230,-80.8798,-80.9390,-81.0001,-81.0625,-81.1258,-81.1895,-81.2534,-81.3172,-81.3805,-81.4433,-81.4949,-81.4892,-81.4525,-81.4083,-81.3672,-81.3342,-81.3113,-81.2992,-81.2974,-81.3051,-81.3211,-81.3332,-81.2363,-81.0670,-80.8543,-80.6526,-80.4819,-80.3478,-80.2494,-80.1832,-80.1448,-80.1299,-80.1344,-80.1548,-80.1857,-80.1828,-80.1408,-80.0877,-80.0402,-80.0054,-79.9859,-79.9815,-79.9912,-80.0133,-80.0459,-80.0876,-80.1366,-80.1917,-80.2517,-80.3155,-80.3822,-80.4281,-80.3232,-80.1678,-80.0134,-79.8738,-79.7424,-79.6185,-79.4755,-79.2999,-79.1255,-78.9689,-78.8378,-78.6905,-78.4536,-78.1752,-77.9179,-77.7072
3,-86.0000,-89.0818,-89.4319,-89.5425,-89.5680,-89.5566,-89.5291,-89.4960,-89.4629,-89.4324,-89.3856,-89.2980,-89.1900,-89.0822,-88.9547,-88.7853,-88.5989,-88.4152,-88.2312,-88.0437,-87.8448,-87.6139,-87.3632,-87.0970,-86.8306,-86.5825,-86.3645,-86.1816,-86.0348,-85.9227,-85.8428,-85.7834,-85.7096,-85.6351,-85.5732,-85.5149,-85.4553,-85.3917,-85.3159,-85.2372,-85.1526,-85.0460,-84.9084,-84.7607,-84.6250,-84.5146,-84.4350,-84.3869,-84.3686,-84.3771,-84.4091,-84.4423,-84.4341,-84.4153,-84.4074,-84.4188,-84.4513,-84.5037,-84.5741,-84.6598,-84.6853,-84.6535,-84.6312,-84.6334,-84.6621,-84.7145,-84.7871,-84.8761,-84.9781,-85.0902,-85.2102,-85.3360,-85.4660,-85.5988,-85.7333,-85.8685,-86.0035,-86.1377,-86.2706,-86.4015,-86.5301,-86.6561,-86.7790,-86.8988,-87.0152,-87.1281,-87.2345,-87.2983,-87.3290,-87.3478,-87.3638,-87.3811,-87.4019,-87.4269,-87.4564,-87.4893,-87.5146,-87.4801,-87.3951,-87.2954,-87.1991,-87.1141,-87.0440,-86.9897,-86.9512,-86.9275,-86.9104,-86.8805,-86.8379,-86.7817,-86.7114,-86.6248,-86.5130,-86.3905,-86.2572,-86.1054,-85.9454,-85.6916,-85.3822,-85.0631,-84.7177,-84.3042,-83.8891,-83.4894,-83.1361,-82.8447,-82.6179,-82.4520,-82.3407,-82.2771,-82.2546,-82.2672,-82.3095,-82.3768,-82.4652,-82.5595,-82.5892,-82.6076,-82.6116,-82.5529,-82.4711,-82.3932,-82.3185,-82.2524,-82.2032,-82.1763,-82.1741,-82.1962,-82.2184,-82.2248,-82.2259,-82.2046,-82.1540,-82.0474,-81.9358,-81.8388,-81.7598,-81.7022,-81.6684,-81.6593,-81.6743,-81.7120,-81.7702,-81.8346,-81.8895,-81.9199,-81.8806,-81.8307,-81.7979,-81.7898,-81.8074,-81.8491,-81.9126,-81.9954,-82.0948,-82.2086,-82.3345,-82.4697,-82.5919,-82.6814,-82.7431,-82.7879,-82.8250,-82.8610,-82.9004,-82.9460,-82.9997,-83.0621,-83.1331,-83.2121,-83.2926,-83.3449,-83.3307,-83.2300,-83.1253,-83.0268,-82.9367,-82.8611,-82.8048,-82.7696,-82.7558
4,-86.0000,-90.6843,-90.8814,-90.8723,-90.8005,-90.7109,-90.6216,-90.5401,-90.4691,-90.4091,-90.3585,-90.2428,-90.0820,-89.9368,-89.8132,-89.7116,-89.6306,-89.5666,-89.4694,-89.3547,-89.2546,-89.1767,-89.1208,-89.0845,-89.0652,-89.0603,-89.0674,-89.0843,-89.1092,-89.1405,-89.1767,-89.2168,-89.2598,-89.3047,-89.3508,-89.3774,-89.3682,-89.3456,-89.3184,-89.2851,-89.2291,-89.1154,-88.9653,-88.8049,-88.6520,-88.5211,-88.4162,-88.3371,-88.2821,-88.2485,-88.2340,-88.2358,-88.2427,-88.2069,-88.1630,-88.1332,-88.1213,-88.1265,-88.1465,-88.1767,-88.1997,-88.2120,-88.2070,-88.1478,-88.0835,-88.0350,-88.0070,-87.9991,-88.0091,-88.0344,-88.0695,-88.0928,-88.1045,-88.1151,-88.1308,-88.1544,-88.1862,-88.2258,-88.2720,-88.2857,-88.2726,-88.2591,-88.2476,-88.2131,-88.1673,-88.1278,-88.1031,-88.0949,-88.1024,-88.1233,-88.1510,-88.1596,-88.1200,-88.0565,-87.9950,-87.9473,-87.9173,-87.9053,-87.9097,-87.9284,-87.9592,-88.0000,-88.0489,-88.1043,-88.1647,-88.2289,-88.2958,-88.3644,-88.4143,-88.4101,-88.3686,-88.3031,-88.2296,-88.1616,-88.0815,-87.9647,-87.8547,-87.7672,-87.7048,-87.6638,-87.6006,-87.4915,-87.3720,-87.2675,-87.1832,-87.0965,-87.0231,-86.9720,-86.9442,-86.9381,-86.9512,-86.9809,-87.0247,-87.0803,-87.1457,-87.2188,-87.2982,-87.3823,-87.4699,-87.5599,-87.6513,-87.7434,-87.8353,-87.9266,-88.0167,-88.1052,-88.1918,-88.2761,-88.3579,-88.4371,-88.5135,-88.5862,-88.6367,-88.6639,-88.6723,-88.6417,-88.5797,-88.5052,-88.4316,-88.3668,-88.3146,-88.2763,-88.2518,-88.2273,-88.1766,-88.1237,-88.0799,-88.0493,-88.0324,-88.0198,-87.9802,-87.9281,-87.8733,-87.7600,-87.6454,-87.5532,-87.4510,-87.3356,-87.2113,-87.0314,-86.8119,-86.6031,-86.4262,-86.2589,-86.1068,-85.9864,-85.9013,-85.8502,-85.8299,-85.8320,-85.7911,-85.7481,-85.7280,-85.7342,-85.7644,-85.8151,-85.8830,-85.9648,-86.0578,-86.1595,-86.2679
5,-86.0000,-90.7698,-90.9993,-91.0439,-91.0417,-91.0244,-91.0028,-90.9812,-90.9537,-90.9029,-90.8341,-90.7217,-90.5449,-90.3311,-90.1175,-89.8796,-89.6158,-89.3806,-89.1864,-89.0342,-88.9209,-88.8289,-88.7430,-88.6658,-88.5562,-88.4423,-88.3485,-88.2797,-88.2354,-88.2138,-88.2123,-88.2280,-88.2584,-88.3009,-88.3534,-88.4137,-88.4803,-88.5516,-88.6145,-88.6518,-88.6750,-88.6958,-88.7203,-88.7510,-88.7884,-88.8306,-88.8564,-88.8630,-88.8633,-88.8658,-88.8747,-88.8914,-88.9160,-88.9477,-88.9856,-89.0285,-89.0727,-89.0876,-89.0533,-88.9832,-88.8989,-88.8154,-88.7373,-88.6593,-88.5857,-88.5226,-88.4639,-88.3978,-88.3358,-88.2850,-88.2484,-88.2270,-88.2202,-88.2269,-88.2456,-88.2720,-88.2700,-88.2550,-88.2089,-88.0395,-87.8477,-87.6875,-87.5698,-87.4922,-87.4490,-87.4346,-87.4424,-87.4545,-87.4666,-87.4846,-87.5122,-87.5499,-87.5975,-87.6537,-87.7169,-87.7721,-87.8114,-87.8216,-87.7956,-87.7527,-87.7083,-87.6673,-87.6235,-87.5833,-87.5513,-87.5005,-87.4422,-87.3927,-87.3590,-87.3436,-87.3462,-87.3656,-87.3998,-87.4468,-87.5045,-87.5709,-87.6444,-87.7234,-87.8065,-87.8831,-87.9334,-87.9700,-88.0040,-88.0410,-88.0832,-88.1312,-88.1846,-88.2426,-88.3044,-88.3691,-88.4358,-88.5037,-88.5723,-88.6409,-88.7090,-88.7764,-88.8425,-88.9072,-88.9702,-89.0314,-89.0906,-89.1477,-89.2027,-89.2555,-89.3062,-89.3546,-89.4009,-89.4450,-89.4870,-89.5270,-89.5275,-89.4890,-89.3982,-89.2653,-89.1217,-88.9865,-88.8686,-88.7710,-88.6938,-88.6356,-88.5949,-88.5696,-88.5579,-88.5578,-88.5596,-88.5526,-88.5192,-88.4003,-88.2743,-88.1735,-88.1030,-88.0601,-88.0404,-88.0397,-88.0539,-88.0746,-88.0949,-88.1144,-88.1347,-88.1496,-88.1118,-88.0583,-88.0146,-87.9868,-87.9753,-87.9772,-87.9522,-87.9018,-87.8270,-87.7474,-87.6793,-87.6288,-87.5974,-87.5843,-87.5879,-87.6060,-87.6260,-87.6361,-87.6407,-87.6342,-87.6186
6,-86.0000,-90.6220,-91.0071,-91.1842,-91.2953,-91.3756,-91.4384,-91.4900,-91.5336,-91.5711,-91.6038,-91.6325,-91.6577,-91.6801,-91.7000,-91.7177,-91.7334,-91.7475,-91.7600,-91.7712,-91.7812,-91.7901,-91.7981,-91.8052,-91.8114,-91.8105,-91.7941,-91.7648,-91.7281,-91.6887,-91.6476,-91.5983,-91.5428,-91.4858,-91.4312,-91.3811,-91.3310,-91.2587,-91.1606,-91.0122,-90.8482,-90.6956,-90.5666,-90.4649,-90.3898,-90.3387,-90.3082,-90.2951,-90.2962,-90.3090,-90.3312,-90.3609,-90.3965,-90.4249,-90.3894,-90.3370,-90.2960,-90.2717,-90.2633,-90.2548,-90.2085,-90.1561,-90.1134,-90.0849,-90.0710,-90.0708,-90.0826,-90.1047,-90.1354,-90.1730,-90.2163,-90.2633,-90.2967,-90.2762,-90.1973,-90.0833,-89.9447,-89.7867,-89.6081,-89.3717,-89.1219,-88.8913,-88.6622,-88.4642,-88.3069,-88.1902,-88.1058,-88.0325,-87.9699,-87.9237,-87.8974,-87.8916,-87.9052,-87.9232,-87.9320,-87.9397,-87.9537,-87.9774,-87.9950,-87.9926,-87.9787,-87.9633,-87.9533,-87.9528,-87.9631,-87.9843,-88.0157,-88.0564,-88.1056,-88.1623,-88.2255,-88.2812,-88.3003,-88.2847,-88.2467,-88.1897,-88.1281,-88.0696,-88.0086,-87.9515,-87.9061,-87.8765,-87.8644,-87.8695,-87.8907,-87.9266,-87.9753,-88.0350,-88.1041,-88.1809,-88.2639,-88.3518,-88.4422,-88.5202,-88.5851,-88.6437,-88.6999,-88.7563,-88.8143,-88.8722,-88.8569,-88.8134,-88.7792,-88.7627,-88.7641,-88.7563,-88.7098,-88.6644,-88.6341,-88.6221,-88.6277,-88.6487,-88.6827,-88.7275,-88.7806,-88.7907,-88.7332,-88.6551,-88.5822,-88.5008,-88.3507,-88.1469,-87.9663,-87.8280,-87.7328,-87.6686,-87.6156,-87.5735,-87.5470,-87.5391,-87.5505,-87.5799,-87.6237,-87.6384,-87.6327,-87.6332,-87.6490,-87.6819,-87.7309,-87.7938,-87.8682,-87.9517,-88.0424,-88.1385,-88.2383,-88.3406,-88.4443,-88.5486,-88.6526,-88.7558,-88.8575,-88.9574,-89.0551,-89.1503,-89.2427,-89.3323,-89.4188,-89.4931,-89.5379,-89.5590,-89.5646
7,-83.0000,-83.3056,-83.1401,-82.9689,-82.8101,-82.6664,-82.5375,-82.4218,-82.3177,-82.1746,-81.9408,-81.6728,-81.4097,-81.1706,-80.9629,-80.7875,-80.6422,-80.5237,-80.4284,-80.3526,-80.2933,-80.2477,-80.2134,-80.1883,-80.1710,-80.1599,-80.1539,-80.1522,-80.1538,-80.1582,-80.1648,-80.1732,-80.1831,-80.1940,-80.2058,-80.2182,-80.2311,-80.2444,-80.2578,-80.2713,-80.2849,-80.2984,-80.3118,-80.3250,-80.3381,-80.3509,-80.3635,-80.3758,-80.3876,-80.3919,-80.3754,-80.3366,-80.2823,-80.2206,-80.1579,-80.0983,-80.0442,-79.9968,-79.9566,-79.9233,-79.8967,-79.8761,-79.8611,-79.8509,-79.8451,-79.8381,-79.7870,-79.6871,-79.5599,-79.4240,-79.2922,-79.1068,-78.8291,-78.5405,-78.2791,-78.0586,-77.8780,-77.5873,-77.2376,-76.9191,-76.6581,-76.4580,-76.3141,-76.2184,-76.1630,-76.1405,-76.1443,-76.1691,-76.2104,-76.2646,-76.3286,-76.4002,-76.4774,-76.5586,-76.6426,-76.7284,-76.8152,-76.9024,-76.9894,-77.0759,-77.1614,-77.2459,-77.3290,-77.4107,-77.4907,-77.5690,-77.6457,-77.7205,-77.7935,-77.8646,-77.9339,-78.0014,-78.0671,-78.1310,-78.1931,-78.2534,-78.3120,-78.3689,-78.4242,-78.4778,-78.5299,-78.5803,-78.6293,-78.6768,-78.7228,-78.7187,-78.5087,-78.2606,-78.0390,-77.8600,-77.7244,-77.6276,-77.5638,-77.5272,-77.5125,-77.5152,-77.5316,-77.5588,-77.5942,-77.6360,-77.6824,-77.7324,-77.7847,-77.8387,-77.8938,-77.9493,-78.0048,-78.0602,-78.1150,-78.1692,-78.2225,-78.2748,-78.3261,-78.3763,-78.4248,-78.4509,-78.4337,-78.3880,-78.3303,-78.2715,-78.2174,-78.1711,-78.1328,-78.0336,-77.8668,-77.6885,-77.5238,-77.3812,-77.2625,-77.1670,-77.0930,-77.0382,-77.0004,-76.9775,-76.9675,-76.9686,-76.9792,-76.9977,-77.0230,-77.0538,-77.0893,-77.1285,-77.1708,-77.2154,-77.2617,-77.1624,-76.9463,-76.7332,-76.5553,-76.4101,-76.2328,-76.0070,-75.7656,-75.5236,-75.2744,-75.0247,-74.7880,-74.5756,-74.3943,-74.2471,-74.1339
8,-86.0000,-87.8500,-88.0498,-88.1827,-88.2610,-88.2818,-88.2608,-88.1716,-88.0520,-87.9341,-87.8325,-87.7521,-87.6933,-87.6046,-87.4581,-87.3119,-87.1438,-86.9741,-86.8218,-86.6952,-86.5969,-86.5268,-86.4829,-86.4624,-86.4626,-86.4803,-86.5129,-86.5578,-86.6128,-86.6759,-86.7454,-86.8198,-86.8980,-86.9787,-87.0612,-87.1445,-87.2281,-87.3115,-87.3940,-87.4755,-87.5554,-87.6336,-87.7099,-87.7841,-87.8560,-87.9255,-87.9927,-88.0574,-88.1196,-88.1792,-88.2364,-88.2912,-88.3435,-88.3934,-88.4410,-88.4863,-88.5293,-88.5543,-88.5156,-88.4509,-88.3817,-88.3181,-88.2647,-88.2232,-88.1936,-88.1749,-88.1600,-88.0960,-88.0011,-87.9056,-87.7998,-87.6773,-87.5535,-87.4250,-87.2553,-87.0289,-86.7913,-86.5583,-86.3086,-86.0756,-85.8771,-85.7192,-85.5873,-85.4411,-85.3005,-85.1833,-85.0956,-85.0243,-84.9584,-84.9035,-84.8655,-84.8476,-84.8506,-84.8735,-84.8724,-84.8312,-84.7896,-84.7620,-84.7540,-84.7670,-84.8003,-84.8519,-84.9193,-85.0002,-85.0921,-85.1826,-85.2281,-85.2459,-85.2608,-85.2847,-85.3218,-85.3724,-85.3684,-85.3131,-85.2654,-85.2365,-85.2289,-85.2424,-85.2751,-85.3246,-85.3884,-85.4640,-85.5196,-85.4635,-85.3533,-85.2419,-85.1516,-85.0897,-85.0564,-85.0496,-85.0662,-85.1004,-85.1136,-85.1010,-85.0856,-85.0810,-85.0924,-85.1208,-85.1650,-85.2233,-85.2936,-85.3736,-85.4404,-85.4742,-85.4904,-85.5026,-85.5195,-85.5453,-85.5819,-85.6294,-85.6868,-85.7531,-85.8268,-85.9066,-85.9911,-86.0793,-86.1701,-86.2625,-86.3559,-86.4495,-86.5428,-86.6353,-86.7267,-86.8165,-86.9045,-86.9905,-87.0743,-87.1557,-87.2347,-87.3112,-87.3851,-87.4563,-87.5249,-87.5909,-87.6543,-87.7151,-87.7733,-87.8290,-87.8823,-87.9332,-87.9818,-88.0281,-88.0722,-88.1142,-88.1542,-88.1923,-88.2285,-88.2628,-88.2955,-88.3265,-88.3418,-88.3010,-88.2281,-88.1495,-88.0569,-87.9193,-87.7598,-87.5743,-87.3847,-87.2104,-87.0609
