7582.0 3800.0 9400.0 0.0
7582.0 4000.0 9400.0 0.0
7582.0 4200.0 9400.0 1000.6
7582.0 4400.0 9200.0 0.0
7582.0 4400.0 9400.0 0.0
7582.0 4600.0 9200.0 0.0
7352.0 3200.0 9200.0 0.0
7352.0 3400.0 9200.0 0.0
7352.0 3400.0 9400.0 0.0
7352.0 3600.0 9200.0 0.0
7352.0 3600.0 9400.0 1058.4
7352.0 3800.0 9200.0 0.0
7352.0 3800.0 9400.0 0.0
7352.0 4000.0 9200.0 1152.0
7352.0 4000.0 9400.0 1000.0
7352.0 4000.0 9600.0 0.0
7352.0 4200.0 9200.0 1000.0
7352.0 4200.0 9400.0 0.0
7352.0 4200.0 9600.0 0.0
7352.0 4400.0 9000.0 0.0
7352.0 4400.0 9200.0 0.0
7352.0 4400.0 9400.0 0.0
7352.0 4600.0 9000.0 1000.0
7352.0 4600.0 9200.0 1000.0
7352.0 4600.0 9400.0 0.0
7352.0 4800.0 9000.0 0.0
7352.0 4800.0 9200.0 0.0
7122.0 3000.0 9000.0 1141.5
7122.0 3200.0 9000.0 1085.3
7122.0 3200.0 9200.0 0.0
7122.0 3400.0 9000.0 0.0
7122.0 3400.0 9200.0 0.0
7122.0 3600.0 9200.0 1000.0
7122.0 3600.0 9400.0 1214.5
7122.0 3800.0 9200.0 0.0
7122.0 3800.0 9400.0 2000.1
7122.0 4000.0 9000.0 0.0
7122.0 4000.0 9200.0 4000.0
7122.0 4000.0 9400.0 1000.0
7122.0 4200.0 9000.0 0.0
7122.0 4200.0 9200.0 0.0
7122.0 4200.0 9400.0 0.0
7122.0 4400.0 9000.0 0.0
7122.0 4400.0 9200.0 2000.0
7122.0 4400.0 9400.0 0.0
7122.0 4600.0 9000.0 3000.0
7122.0 4600.0 9200.0 1000.0
7122.0 4600.0 9400.0 0.0
7122.0 4800.0 8800.0 0.0
7122.0 4800.0 9000.0 0.0
7122.0 4800.0 9200.0 0.0
6892.0 2800.0 8600.0 0.0
6892.0 2800.0 8800.0 0.0
6892.0 3000.0 8600.0 0.0
6892.0 3000.0 8800.0 0.0
6892.0 3000.0 9000.0 1443.0
6892.0 3200.0 8600.0 0.0
6892.0 3200.0 8800.0 0.0
6892.0 3200.0 9000.0 0.0
6892.0 3400.0 9000.0 1000.0
6892.0 3400.0 9200.0 0.0
6892.0 3600.0 9000.0 0.0
6892.0 3600.0 9200.0 0.0
6892.0 3600.0 9400.0 0.0
6892.0 3800.0 9000.0 0.0
6892.0 3800.0 9200.0 0.0
6892.0 3800.0 9400.0 0.0
6892.0 4000.0 9000.0 0.0
6892.0 4000.0 9200.0 1000.0
6892.0 4000.0 9400.0 1000.0
6892.0 4200.0 9000.0 1000.0
6892.0 4200.0 9200.0 1000.0
6892.0 4200.0 9400.0 1000.0
6892.0 4400.0 9000.0 5000.0
6892.0 4400.0 9200.0 1000.0
6892.0 4400.0 9400.0 1000.0
6892.0 4600.0 9000.0 1000.0
6892.0 4600.0 9200.0 0.0
6892.0 4600.0 9400.0 0.0
6892.0 4800.0 8800.0 1525.4
6892.0 4800.0 9000.0 0.0
6892.0 4800.0 9200.0 0.0
6892.0 4800.0 9400.0 0.0
6892.0 5000.0 9000.0 0.0
6662.0 2600.0 8400.0 0.0
6662.0 2800.0 8400.0 0.0
6662.0 2800.0 8600.0 0.0
6662.0 3000.0 8400.0 0.0
6662.0 3000.0 8600.0 1000.0
6662.0 3000.0 8800.0 0.0
6662.0 3200.0 8400.0 0.0
6662.0 3200.0 8600.0 0.0
6662.0 3200.0 8800.0 1000.0
6662.0 3200.0 9000.0 1062.9
6662.0 3400.0 8800.0 1000.0
6662.0 3400.0 9000.0 0.0
6662.0 3400.0 9200.0 0.0
6662.0 3600.0 8800.0 0.0
6662.0 3600.0 9000.0 0.0
6662.0 3600.0 9200.0 0.0
6662.0 3800.0 8800.0 2000.0
6662.0 3800.0 9000.0 2000.0
6662.0 3800.0 9200.0 1000.0
6662.0 3800.0 9400.0 0.0
6662.0 4000.0 8800.0 1000.0
6662.0 4000.0 9000.0 0.0
6662.0 4000.0 9200.0 2000.0
6662.0 4000.0 9400.0 0.0
6662.0 4200.0 8800.0 1000.0
6662.0 4200.0 9000.0 0.0
6662.0 4200.0 9200.0 0.0
6662.0 4200.0 9400.0 0.0
6662.0 4400.0 8800.0 1000.0
6662.0 4400.0 9000.0 0.0
6662.0 4400.0 9200.0 1000.0
6662.0 4400.0 9400.0 0.0
6662.0 4600.0 8800.0 0.0
6662.0 4600.0 9000.0 0.0
6662.0 4600.0 9200.0 0.0
6662.0 4600.0 9400.0 0.0
6662.0 4800.0 8800.0 1000.0
6662.0 4800.0 9000.0 1000.0
6662.0 4800.0 9200.0 0.0
6662.0 4800.0 9400.0 0.0
6662.0 5000.0 8800.0 0.0
6662.0 5000.0 9000.0 0.0
6662.0 5000.0 9200.0 0.0
6432.0 2600.0 8200.0 0.0
